STATE|STATEFP|PLACEFP|PLACENAME|TYPE|FUNCSTAT|COUNTY

TX|48|72464|Texhoma city|Incorporated Place|A|Sherman County

TX|48|72476|Texline town|Incorporated Place|A|Dallam County

TX|48|72530|The Colony city|Incorporated Place|A|Denton County

TX|48|72578|The Hills village|Incorporated Place|A|Travis County

TX|48|72740|Thompsons town|Incorporated Place|A|Fort Bend County

TX|48|72776|Thorndale city|Incorporated Place|A|Milam County, Williamson County

TX|48|72788|Thornton town|Incorporated Place|A|Limestone County

TX|48|72800|Thorntonville town|Incorporated Place|A|Ward County

TX|48|72824|Thrall city|Incorporated Place|A|Williamson County

TX|48|72872|Three Rivers city|Incorporated Place|A|Live Oak County

TX|48|72896|Throckmorton town|Incorporated Place|A|Throckmorton County

TX|48|72989|Tiki Island village|Incorporated Place|A|Galveston County

TX|48|73030|Timbercreek Canyon village|Incorporated Place|A|Randall County

TX|48|73076|Timpson city|Incorporated Place|A|Shelby County

TX|48|73112|Tioga town|Incorporated Place|A|Grayson County

TX|48|73124|Tira town|Incorporated Place|A|Hopkins County

TX|48|73196|Toco city|Incorporated Place|A|Lamar County

TX|48|73224|Todd Mission city|Incorporated Place|A|Grimes County

TX|48|73268|Tolar city|Incorporated Place|A|Hood County

TX|48|73316|Tomball city|Incorporated Place|A|Harris County, Montgomery County

TX|48|73328|Tom Bean city|Incorporated Place|A|Grayson County

TX|48|73352|Tool city|Incorporated Place|A|Henderson County

TX|48|73496|Toyah town|Incorporated Place|A|Reeves County

TX|48|73580|Trent town|Incorporated Place|A|Taylor County

TX|48|73592|Trenton city|Incorporated Place|A|Fannin County

TX|48|73652|Trinidad city|Incorporated Place|A|Henderson County

TX|48|73664|Trinity city|Incorporated Place|A|Trinity County

TX|48|73710|Trophy Club town|Incorporated Place|A|Denton County, Tarrant County

TX|48|73724|Troup city|Incorporated Place|A|Cherokee County, Smith County

TX|48|73748|Troy city|Incorporated Place|A|Bell County

TX|48|73868|Tulia city|Incorporated Place|A|Swisher County

TX|48|73964|Turkey city|Incorporated Place|A|Hall County

TX|48|74048|Tuscola city|Incorporated Place|A|Taylor County

TX|48|74132|Tye city|Incorporated Place|A|Taylor County

TX|48|74144|Tyler city|Incorporated Place|A|Smith County

TX|48|74216|Uhland city|Incorporated Place|A|Caldwell County, Hays County

TX|48|74240|Uncertain city|Incorporated Place|A|Harrison County

TX|48|74312|Union Grove city|Incorporated Place|A|Upshur County

TX|48|74372|Union Valley city|Incorporated Place|A|Hunt County

TX|48|74408|Universal City city|Incorporated Place|A|Bexar County

TX|48|74492|University Park city|Incorporated Place|A|Dallas County

TX|48|74588|Uvalde city|Incorporated Place|A|Uvalde County

TX|48|74648|Valentine town|Incorporated Place|A|Jeff Davis County

TX|48|74732|Valley Mills city|Incorporated Place|A|Bosque County, McLennan County

TX|48|74756|Valley View city|Incorporated Place|A|Cooke County

TX|48|74912|Van city|Incorporated Place|A|Van Zandt County

TX|48|74924|Van Alstyne city|Incorporated Place|A|Collin County, Grayson County

TX|48|75032|Van Horn town|Incorporated Place|A|Culberson County

TX|48|75188|Vega city|Incorporated Place|A|Oldham County

TX|48|75236|Venus town|Incorporated Place|A|Ellis County, Johnson County

TX|48|75308|Vernon city|Incorporated Place|A|Wilbarger County

TX|48|75428|Victoria city|Incorporated Place|A|Victoria County

TX|48|75476|Vidor city|Incorporated Place|A|Orange County

TX|48|75668|Vinton village|Incorporated Place|A|El Paso County

TX|48|75752|Volente village|Incorporated Place|A|Travis County

TX|48|75764|Von Ormy city|Incorporated Place|A|Bexar County

TX|48|76000|Waco city|Incorporated Place|A|McLennan County

TX|48|76024|Waelder city|Incorporated Place|A|Gonzales County

TX|48|76096|Wake Village city|Incorporated Place|A|Bowie County

TX|48|76228|Waller city|Incorporated Place|A|Harris County, Waller County

TX|48|76240|Wallis city|Incorporated Place|A|Austin County

TX|48|76348|Walnut Springs city|Incorporated Place|A|Bosque County

TX|48|76576|Warren City city|Incorporated Place|A|Gregg County, Upshur County

TX|48|76636|Waskom city|Incorporated Place|A|Harrison County

TX|48|76672|Watauga city|Incorporated Place|A|Tarrant County

TX|48|76816|Waxahachie city|Incorporated Place|A|Ellis County

TX|48|76864|Weatherford city|Incorporated Place|A|Parker County

TX|48|76924|Webberville village|Incorporated Place|A|Travis County

TX|48|76948|Webster city|Incorporated Place|A|Harris County

TX|48|77020|Weimar city|Incorporated Place|A|Colorado County

TX|48|77044|Weinert city|Incorporated Place|A|Haskell County

TX|48|77056|Weir city|Incorporated Place|A|Williamson County

TX|48|77152|Wellington city|Incorporated Place|A|Collingsworth County

TX|48|77164|Wellman city|Incorporated Place|A|Terry County

TX|48|77176|Wells town|Incorporated Place|A|Cherokee County

TX|48|77272|Weslaco city|Incorporated Place|A|Hidalgo County

TX|48|77332|West city|Incorporated Place|A|McLennan County

TX|48|77380|Westbrook city|Incorporated Place|A|Mitchell County

TX|48|77416|West Columbia city|Incorporated Place|A|Brazoria County

TX|48|77620|Westlake town|Incorporated Place|A|Denton County, Tarrant County

TX|48|77632|West Lake Hills city|Incorporated Place|A|Travis County

TX|48|77740|Weston city|Incorporated Place|A|Collin County

TX|48|77746|Weston Lakes city|Incorporated Place|A|Fort Bend County

TX|48|77752|West Orange city|Incorporated Place|A|Orange County

TX|48|77788|Westover Hills town|Incorporated Place|A|Tarrant County

TX|48|77896|West Tawakoni city|Incorporated Place|A|Hunt County

TX|48|77956|West University Place city|Incorporated Place|A|Harris County

TX|48|78076|Westworth Village city|Incorporated Place|A|Tarrant County

TX|48|78136|Wharton city|Incorporated Place|A|Wharton County

TX|48|78208|Wheeler city|Incorporated Place|A|Wheeler County

TX|48|78316|White Deer town|Incorporated Place|A|Carson County

TX|48|78328|Whiteface town|Incorporated Place|A|Cochran County

TX|48|78388|Whitehouse city|Incorporated Place|A|Smith County

TX|48|78436|White Oak city|Incorporated Place|A|Gregg County

TX|48|78532|Whitesboro city|Incorporated Place|A|Grayson County

TX|48|78544|White Settlement city|Incorporated Place|A|Tarrant County

TX|48|78628|Whitewright town|Incorporated Place|A|Fannin County, Grayson County

TX|48|78664|Whitney town|Incorporated Place|A|Hill County

TX|48|79000|Wichita Falls city|Incorporated Place|A|Wichita County

TX|48|79036|Wickett town|Incorporated Place|A|Ward County

TX|48|79408|Willis city|Incorporated Place|A|Montgomery County

TX|48|79492|Willow Park city|Incorporated Place|A|Parker County

TX|48|79564|Wills Point city|Incorporated Place|A|Van Zandt County

TX|48|79576|Wilmer city|Incorporated Place|A|Dallas County

TX|48|79612|Wilson city|Incorporated Place|A|Lynn County

TX|48|79624|Wimberley city|Incorporated Place|A|Hays County

TX|48|79672|Windcrest city|Incorporated Place|A|Bexar County

TX|48|79684|Windom town|Incorporated Place|A|Fannin County

TX|48|79696|Windthorst town|Incorporated Place|A|Archer County, Clay County

TX|48|79720|Winfield city|Incorporated Place|A|Titus County

TX|48|79768|Wink city|Incorporated Place|A|Winkler County

TX|48|79816|Winnsboro city|Incorporated Place|A|Franklin County, Wood County

TX|48|79828|Winona town|Incorporated Place|A|Smith County

TX|48|79876|Winters city|Incorporated Place|A|Runnels County

TX|48|79919|Wixon Valley city|Incorporated Place|A|Brazos County

TX|48|79948|Wolfe City city|Incorporated Place|A|Hunt County

TX|48|79972|Wolfforth city|Incorporated Place|A|Lubbock County

TX|48|80044|Woodbranch city|Incorporated Place|A|Montgomery County

TX|48|80058|Woodcreek city|Incorporated Place|A|Hays County

TX|48|80144|Woodloch town|Incorporated Place|A|Montgomery County

TX|48|80176|Woodsboro town|Incorporated Place|A|Refugio County

TX|48|80188|Woodson town|Incorporated Place|A|Throckmorton County

TX|48|80212|Woodville town|Incorporated Place|A|Tyler County

TX|48|80224|Woodway city|Incorporated Place|A|McLennan County

TX|48|80296|Wortham town|Incorporated Place|A|Freestone County

TX|48|80356|Wylie city|Incorporated Place|A|Collin County, Dallas County, Rockwall County

TX|48|80440|Yantis town|Incorporated Place|A|Wood County

TX|48|80560|Yoakum city|Incorporated Place|A|DeWitt County, Lavaca County

TX|48|80584|Yorktown city|Incorporated Place|A|DeWitt County

TX|48|80728|Zavalla city|Incorporated Place|A|Angelina County

UT|49|00540|Alpine city|Incorporated Place|A|Utah County

UT|49|00650|Alta town|Incorporated Place|A|Salt Lake County

UT|49|00760|Altamont town|Incorporated Place|A|Duchesne County

UT|49|00870|Alton town|Incorporated Place|A|Kane County

UT|49|01090|Amalga town|Incorporated Place|A|Cache County

UT|49|01310|American Fork city|Incorporated Place|A|Utah County

UT|49|01750|Annabella town|Incorporated Place|A|Sevier County

UT|49|01860|Antimony town|Incorporated Place|A|Garfield County

UT|49|01905|Apple Valley town|Incorporated Place|A|Washington County

UT|49|02740|Aurora city|Incorporated Place|A|Sevier County

UT|49|03345|Ballard town|Incorporated Place|A|Uintah County

UT|49|03950|Bear River City city|Incorporated Place|A|Box Elder County

UT|49|04060|Beaver city|Incorporated Place|A|Beaver County

UT|49|05490|Bicknell town|Incorporated Place|A|Wayne County

UT|49|05534|Big Water town|Incorporated Place|A|Kane County

UT|49|06370|Blanding city|Incorporated Place|A|San Juan County

UT|49|06810|Bluffdale city|Incorporated Place|A|Salt Lake County

UT|49|07470|Boulder town|Incorporated Place|A|Garfield County

UT|49|07690|Bountiful city|Incorporated Place|A|Davis County

UT|49|08020|Brian Head town|Incorporated Place|A|Iron County

UT|49|08460|Brigham City city|Incorporated Place|A|Box Elder County

UT|49|08787|Bryce Canyon City town|Incorporated Place|A|Garfield County

UT|49|10330|Cannonville town|Incorporated Place|A|Garfield County

UT|49|10660|Castle Dale city|Incorporated Place|A|Emery County

UT|49|11000|Castle Valley town|Incorporated Place|A|Grand County

UT|49|11320|Cedar City city|Incorporated Place|A|Iron County

UT|49|11430|Cedar Fort town|Incorporated Place|A|Utah County

UT|49|11440|Cedar Hills city|Incorporated Place|A|Utah County

UT|49|11870|Centerfield town|Incorporated Place|A|Sanpete County

UT|49|11980|Centerville city|Incorporated Place|A|Davis County

UT|49|12260|Central Valley town|Incorporated Place|A|Sevier County

UT|49|12420|Charleston town|Incorporated Place|A|Wasatch County

UT|49|12970|Circleville town|Incorporated Place|A|Piute County

UT|49|13190|Clarkston town|Incorporated Place|A|Cache County

UT|49|13300|Clawson town|Incorporated Place|A|Emery County

UT|49|13850|Clearfield city|Incorporated Place|A|Davis County

UT|49|14070|Cleveland town|Incorporated Place|A|Emery County

UT|49|14290|Clinton city|Incorporated Place|A|Davis County

UT|49|14840|Coalville city|Incorporated Place|A|Summit County

UT|49|15830|Corinne city|Incorporated Place|A|Box Elder County

UT|49|15940|Cornish town|Incorporated Place|A|Cache County

UT|49|16270|Cottonwood Heights city|Incorporated Place|A|Salt Lake County

UT|49|18140|Daniel town|Incorporated Place|A|Wasatch County

UT|49|18910|Delta city|Incorporated Place|A|Millard County

UT|49|19680|Deweyville town|Incorporated Place|A|Box Elder County

UT|49|20120|Draper city|Incorporated Place|A|Salt Lake County, Utah County

UT|49|20340|Duchesne city|Incorporated Place|A|Duchesne County

UT|49|20810|Eagle Mountain city|Incorporated Place|A|Utah County

UT|49|20890|East Carbon city|Incorporated Place|A|Carbon County

UT|49|22370|Elk Ridge city|Incorporated Place|A|Utah County

UT|49|22540|Elmo town|Incorporated Place|A|Emery County

UT|49|22650|Elsinore town|Incorporated Place|A|Sevier County

UT|49|22760|Elwood town|Incorporated Place|A|Box Elder County

UT|49|22870|Emery town|Incorporated Place|A|Emery County

UT|49|23200|Enoch city|Incorporated Place|A|Iron County

UT|49|23420|Enterprise city|Incorporated Place|A|Washington County

UT|49|23530|Ephraim city|Incorporated Place|A|Sanpete County

UT|49|23750|Escalante city|Incorporated Place|A|Garfield County

UT|49|24080|Eureka city|Incorporated Place|A|Juab County

UT|49|24410|Fairfield town|Incorporated Place|A|Utah County

UT|49|24630|Fairview city|Incorporated Place|A|Sanpete County

UT|49|24740|Farmington city|Incorporated Place|A|Davis County

UT|49|24850|Farr West city|Incorporated Place|A|Weber County

UT|49|25070|Fayette town|Incorporated Place|A|Sanpete County

UT|49|25180|Ferron city|Incorporated Place|A|Emery County

UT|49|25290|Fielding town|Incorporated Place|A|Box Elder County

UT|49|25510|Fillmore city|Incorporated Place|A|Millard County

UT|49|26720|Fountain Green city|Incorporated Place|A|Sanpete County

UT|49|26940|Francis town|Incorporated Place|A|Summit County

UT|49|27490|Fruit Heights city|Incorporated Place|A|Davis County

UT|49|27930|Garden City town|Incorporated Place|A|Rich County

UT|49|28150|Garland city|Incorporated Place|A|Box Elder County

UT|49|28810|Genola town|Incorporated Place|A|Utah County

UT|49|29360|Glendale town|Incorporated Place|A|Kane County

UT|49|29580|Glenwood town|Incorporated Place|A|Sevier County

UT|49|30130|Goshen town|Incorporated Place|A|Utah County

UT|49|31120|Grantsville city|Incorporated Place|A|Tooele County

UT|49|31670|Green River city|Incorporated Place|A|Emery County

UT|49|32660|Gunnison city|Incorporated Place|A|Sanpete County

UT|49|33100|Hanksville town|Incorporated Place|A|Wayne County

UT|49|33540|Harrisville city|Incorporated Place|A|Weber County

UT|49|33760|Hatch town|Incorporated Place|A|Garfield County

UT|49|34200|Heber city|Incorporated Place|A|Wasatch County

UT|49|34530|Helper city|Incorporated Place|A|Carbon County

UT|49|34640|Henefer town|Incorporated Place|A|Summit County

UT|49|34750|Henrieville town|Incorporated Place|A|Garfield County

UT|49|34970|Herriman city|Incorporated Place|A|Salt Lake County

UT|49|35120|Hideout town|Incorporated Place|A|Wasatch County

UT|49|35190|Highland city|Incorporated Place|A|Utah County

UT|49|35300|Hildale city|Incorporated Place|A|Washington County

UT|49|35740|Hinckley town|Incorporated Place|A|Millard County

UT|49|35960|Holden town|Incorporated Place|A|Millard County

UT|49|36070|Holladay city|Incorporated Place|A|Salt Lake County

UT|49|36290|Honeyville city|Incorporated Place|A|Box Elder County

UT|49|36400|Hooper city|Incorporated Place|A|Weber County

UT|49|36620|Howell town|Incorporated Place|A|Box Elder County

UT|49|36950|Huntington city|Incorporated Place|A|Emery County

UT|49|37060|Huntsville town|Incorporated Place|A|Weber County

UT|49|37170|Hurricane city|Incorporated Place|A|Washington County

UT|49|37390|Hyde Park city|Incorporated Place|A|Cache County

UT|49|37500|Hyrum city|Incorporated Place|A|Cache County

UT|49|37690|Independence town|Incorporated Place|A|Wasatch County

UT|49|38710|Ivins city|Incorporated Place|A|Washington County

UT|49|39370|Joseph town|Incorporated Place|A|Sevier County

UT|49|39590|Junction town|Incorporated Place|A|Piute County

UT|49|39810|Kamas city|Incorporated Place|A|Summit County

UT|49|39920|Kanab city|Incorporated Place|A|Kane County

UT|49|40030|Kanarraville town|Incorporated Place|A|Iron County

UT|49|40250|Kanosh town|Incorporated Place|A|Millard County

UT|49|40360|Kaysville city|Incorporated Place|A|Davis County

UT|49|41350|Kingston town|Incorporated Place|A|Piute County

UT|49|41680|Koosharem town|Incorporated Place|A|Sevier County

UT|49|42560|Laketown town|Incorporated Place|A|Rich County

UT|49|43440|La Verkin city|Incorporated Place|A|Washington County

UT|49|43660|Layton city|Incorporated Place|A|Davis County

UT|49|43880|Leamington town|Incorporated Place|A|Millard County

UT|49|44100|Leeds town|Incorporated Place|A|Washington County

UT|49|44320|Lehi city|Incorporated Place|A|Utah County

UT|49|44650|Levan town|Incorporated Place|A|Juab County

UT|49|44760|Lewiston city|Incorporated Place|A|Cache County

UT|49|45090|Lindon city|Incorporated Place|A|Utah County

UT|49|45530|Loa town|Incorporated Place|A|Wayne County

UT|49|45860|Logan city|Incorporated Place|A|Cache County

UT|49|46410|Lyman town|Incorporated Place|A|Wayne County

UT|49|46740|Lynndyl town|Incorporated Place|A|Millard County

UT|49|47620|Manila town|Incorporated Place|A|Daggett County

UT|49|47730|Manti city|Incorporated Place|A|Sanpete County

UT|49|47840|Mantua town|Incorporated Place|A|Box Elder County

UT|49|47950|Mapleton city|Incorporated Place|A|Utah County

UT|49|48300|Marriott-Slaterville city|Incorporated Place|A|Weber County

UT|49|48610|Marysvale town|Incorporated Place|A|Piute County

UT|49|48720|Mayfield town|Incorporated Place|A|Sanpete County

UT|49|48830|Meadow town|Incorporated Place|A|Millard County

UT|49|49160|Mendon city|Incorporated Place|A|Cache County

UT|49|49710|Midvale city|Incorporated Place|A|Salt Lake County

UT|49|49820|Midway city|Incorporated Place|A|Wasatch County

UT|49|50040|Milford city|Incorporated Place|A|Beaver County

UT|49|50370|Millville city|Incorporated Place|A|Cache County

UT|49|50590|Minersville town|Incorporated Place|A|Beaver County

UT|49|50700|Moab city|Incorporated Place|A|Grand County

UT|49|51140|Mona city|Incorporated Place|A|Juab County

UT|49|51360|Monroe city|Incorporated Place|A|Sevier County

UT|49|51580|Monticello city|Incorporated Place|A|San Juan County

UT|49|51910|Morgan city|Incorporated Place|A|Morgan County

UT|49|52130|Moroni city|Incorporated Place|A|Sanpete County

UT|49|53010|Mount Pleasant city|Incorporated Place|A|Sanpete County

UT|49|53230|Murray city|Incorporated Place|A|Salt Lake County

UT|49|53340|Myton city|Incorporated Place|A|Duchesne County

UT|49|53560|Naples city|Incorporated Place|A|Uintah County

UT|49|54220|Nephi city|Incorporated Place|A|Juab County

UT|49|54440|New Harmony town|Incorporated Place|A|Washington County

UT|49|54550|Newton town|Incorporated Place|A|Cache County

UT|49|54660|Nibley city|Incorporated Place|A|Cache County

UT|49|54990|North Logan city|Incorporated Place|A|Cache County

UT|49|55100|North Ogden city|Incorporated Place|A|Weber County

UT|49|55210|North Salt Lake city|Incorporated Place|A|Davis County

UT|49|55430|Oak City town|Incorporated Place|A|Millard County

UT|49|55650|Oakley city|Incorporated Place|A|Summit County

UT|49|55980|Ogden city|Incorporated Place|A|Weber County

UT|49|56750|Ophir town|Incorporated Place|A|Tooele County

UT|49|56860|Orangeville city|Incorporated Place|A|Emery County

UT|49|57080|Orderville town|Incorporated Place|A|Kane County

UT|49|57300|Orem city|Incorporated Place|A|Utah County

UT|49|57740|Panguitch city|Incorporated Place|A|Garfield County

UT|49|57850|Paradise town|Incorporated Place|A|Cache County

UT|49|57960|Paragonah town|Incorporated Place|A|Iron County

UT|49|58070|Park City city|Incorporated Place|A|Summit County, Wasatch County

UT|49|58510|Parowan city|Incorporated Place|A|Iron County

UT|49|58730|Payson city|Incorporated Place|A|Utah County

UT|49|59390|Perry city|Incorporated Place|A|Box Elder County

UT|49|60710|Plain City city|Incorporated Place|A|Weber County

UT|49|60930|Pleasant Grove city|Incorporated Place|A|Utah County

UT|49|61150|Pleasant View city|Incorporated Place|A|Weber County

UT|49|61260|Plymouth town|Incorporated Place|A|Box Elder County

UT|49|61590|Portage town|Incorporated Place|A|Box Elder County

UT|49|62030|Price city|Incorporated Place|A|Carbon County

UT|49|62360|Providence city|Incorporated Place|A|Cache County

UT|49|62470|Provo city|Incorporated Place|A|Utah County

UT|49|63020|Randolph town|Incorporated Place|A|Rich County

UT|49|63240|Redmond town|Incorporated Place|A|Sevier County

UT|49|63570|Richfield city|Incorporated Place|A|Sevier County

UT|49|63680|Richmond city|Incorporated Place|A|Cache County

UT|49|64010|Riverdale city|Incorporated Place|A|Weber County

UT|49|64120|River Heights city|Incorporated Place|A|Cache County

UT|49|64340|Riverton city|Incorporated Place|A|Salt Lake County

UT|49|64560|Rockville town|Incorporated Place|A|Washington County

UT|49|64590|Rocky Ridge town|Incorporated Place|A|Juab County

UT|49|64670|Roosevelt city|Incorporated Place|A|Duchesne County

UT|49|65110|Roy city|Incorporated Place|A|Weber County

UT|49|65240|Rush Valley town|Incorporated Place|A|Tooele County

UT|49|65330|St. George city|Incorporated Place|A|Washington County

UT|49|65770|Salem city|Incorporated Place|A|Utah County

UT|49|65880|Salina city|Incorporated Place|A|Sevier County

UT|49|67000|Salt Lake City city|Incorporated Place|A|Salt Lake County

UT|49|67440|Sandy city|Incorporated Place|A|Salt Lake County

UT|49|67660|Santa Clara city|Incorporated Place|A|Washington County

UT|49|67770|Santaquin city|Incorporated Place|A|Juab County, Utah County

UT|49|67825|Saratoga Springs city|Incorporated Place|A|Utah County

UT|49|67880|Scipio town|Incorporated Place|A|Millard County

UT|49|67990|Scofield town|Incorporated Place|A|Carbon County

UT|49|68650|Sigurd town|Incorporated Place|A|Sevier County

UT|49|69640|Smithfield city|Incorporated Place|A|Cache County

UT|49|69970|Snowville town|Incorporated Place|A|Box Elder County

UT|49|70850|South Jordan city|Incorporated Place|A|Salt Lake County

UT|49|70960|South Ogden city|Incorporated Place|A|Weber County

UT|49|71070|South Salt Lake city|Incorporated Place|A|Salt Lake County

UT|49|71180|South Weber city|Incorporated Place|A|Davis County

UT|49|71290|Spanish Fork city|Incorporated Place|A|Utah County

UT|49|71730|Spring City city|Incorporated Place|A|Sanpete County

UT|49|71840|Springdale town|Incorporated Place|A|Washington County

UT|49|72280|Springville city|Incorporated Place|A|Utah County

UT|49|72940|Sterling town|Incorporated Place|A|Sanpete County

UT|49|73050|Stockton town|Incorporated Place|A|Tooele County

UT|49|74370|Sunnyside city|Incorporated Place|A|Carbon County

UT|49|74480|Sunset city|Incorporated Place|A|Davis County

UT|49|74810|Syracuse city|Incorporated Place|A|Davis County

UT|49|74920|Tabiona town|Incorporated Place|A|Duchesne County

UT|49|75360|Taylorsville city|Incorporated Place|A|Salt Lake County

UT|49|76680|Tooele city|Incorporated Place|A|Tooele County

UT|49|76900|Toquerville town|Incorporated Place|A|Washington County

UT|49|77010|Torrey town|Incorporated Place|A|Wayne County

UT|49|77120|Tremonton city|Incorporated Place|A|Box Elder County

UT|49|77230|Trenton town|Incorporated Place|A|Cache County

UT|49|77560|Tropic town|Incorporated Place|A|Garfield County

UT|49|77890|Uintah town|Incorporated Place|A|Weber County

UT|49|80090|Vernal city|Incorporated Place|A|Uintah County

UT|49|80200|Vernon town|Incorporated Place|A|Tooele County

UT|49|80420|Vineyard town|Incorporated Place|A|Utah County

UT|49|80530|Virgin town|Incorporated Place|A|Washington County

UT|49|80860|Wales town|Incorporated Place|A|Sanpete County

UT|49|80970|Wallsburg town|Incorporated Place|A|Wasatch County

UT|49|81960|Washington city|Incorporated Place|A|Washington County

UT|49|82070|Washington Terrace city|Incorporated Place|A|Weber County

UT|49|82510|Wellington city|Incorporated Place|A|Carbon County

UT|49|82620|Wellsville city|Incorporated Place|A|Cache County

UT|49|82730|Wendover city|Incorporated Place|A|Tooele County

UT|49|82840|West Bountiful city|Incorporated Place|A|Davis County

UT|49|82930|West Haven city|Incorporated Place|A|Weber County

UT|49|82950|West Jordan city|Incorporated Place|A|Salt Lake County

UT|49|83390|West Point city|Incorporated Place|A|Davis County

UT|49|83470|West Valley City city|Incorporated Place|A|Salt Lake County

UT|49|84710|Willard city|Incorporated Place|A|Box Elder County

UT|49|85050|Woodland Hills city|Incorporated Place|A|Utah County

UT|49|85260|Woodruff town|Incorporated Place|A|Rich County

UT|49|85370|Woods Cross city|Incorporated Place|A|Davis County

VT|50|00400|Albany village|Incorporated Place|A|Orleans County

VT|50|00625|Alburg village|Incorporated Place|A|Grand Isle County

VT|50|03175|Barre city|Incorporated Place|A|Washington County

VT|50|03475|Barton village|Incorporated Place|A|Orleans County

VT|50|04225|Bellows Falls village|Incorporated Place|A|Windham County

VT|50|10675|Burlington city|Incorporated Place|A|Chittenden County

VT|50|11050|Cabot village|Incorporated Place|A|Washington County

VT|50|11425|Cambridge village|Incorporated Place|A|Lamoille County

VT|50|17425|Derby Center village|Incorporated Place|A|Orleans County

VT|50|17500|Derby Line village|Incorporated Place|A|Orleans County

VT|50|24025|Enosburg Falls village|Incorporated Place|A|Franklin County

VT|50|24400|Essex Junction village|Incorporated Place|A|Chittenden County

VT|50|34975|Hyde Park village|Incorporated Place|A|Lamoille County

VT|50|36025|Jacksonville village|Incorporated Place|A|Windham County

VT|50|36475|Jeffersonville village|Incorporated Place|A|Lamoille County

VT|50|36625|Jericho village|Incorporated Place|I|Chittenden County

VT|50|37000|Johnson village|Incorporated Place|A|Lamoille County

VT|50|41200|Ludlow village|Incorporated Place|A|Windsor County

VT|50|41950|Lyndonville village|Incorporated Place|A|Caledonia County

VT|50|42700|Manchester village|Incorporated Place|A|Bennington County

VT|50|43525|Marshfield village|Incorporated Place|A|Washington County

VT|50|46000|Montpelier city|Incorporated Place|A|Washington County

VT|50|46825|Morrisville village|Incorporated Place|A|Lamoille County

VT|50|48100|Newbury village|Incorporated Place|A|Orange County

VT|50|48325|Newfane village|Incorporated Place|A|Windham County

VT|50|48850|Newport city|Incorporated Place|A|Orleans County

VT|50|49075|North Bennington village|Incorporated Place|A|Bennington County

VT|50|50200|Northfield village|Incorporated Place|A|Washington County

VT|50|52075|North Troy village|Incorporated Place|A|Orleans County

VT|50|52375|North Westminster village|Incorporated Place|A|Windham County

VT|50|53125|Old Bennington village|Incorporated Place|A|Bennington County

VT|50|53575|Orleans village|Incorporated Place|A|Orleans County

VT|50|54850|Perkinsville village|Incorporated Place|A|Windsor County

VT|50|56800|Poultney village|Incorporated Place|A|Rutland County

VT|50|61225|Rutland city|Incorporated Place|A|Rutland County

VT|50|61675|St. Albans city|Incorporated Place|A|Franklin County

VT|50|62950|Saxtons River village|Incorporated Place|A|Windham County

VT|50|66175|South Burlington city|Incorporated Place|A|Chittenden County

VT|50|71650|Swanton village|Incorporated Place|A|Franklin County

VT|50|74650|Vergennes city|Incorporated Place|A|Addison County

VT|50|76900|Waterbury village|Incorporated Place|A|Washington County

VT|50|78025|Wells River village|Incorporated Place|A|Orange County

VT|50|79150|West Burke village|Incorporated Place|A|Caledonia County

VT|50|81325|Westminster village|Incorporated Place|A|Windham County

VT|50|85150|Winooski city|Incorporated Place|A|Chittenden County

VT|50|85900|Woodstock village|Incorporated Place|A|Windsor County

VA|51|00148|Abingdon town|Incorporated Place|A|Washington County

VA|51|00180|Accomac town|Incorporated Place|A|Accomack County

VA|51|00724|Alberta town|Incorporated Place|A|Brunswick County

VA|51|01000|Alexandria city|Incorporated Place|A|Alexandria city

VA|51|01528|Altavista town|Incorporated Place|A|Campbell County

VA|51|01672|Amherst town|Incorporated Place|A|Amherst County

VA|51|02040|Appalachia town|Incorporated Place|A|Wise County

VA|51|02072|Appomattox town|Incorporated Place|A|Appomattox County

VA|51|03368|Ashland town|Incorporated Place|A|Hanover County

VA|51|05544|Bedford city|Incorporated Place|A|Bedford city

VA|51|05912|Belle Haven town|Incorporated Place|A|Accomack County, Northampton County

VA|51|06968|Berryville town|Incorporated Place|A|Clarke County

VA|51|07480|Big Stone Gap town|Incorporated Place|A|Wise County

VA|51|07784|Blacksburg town|Incorporated Place|A|Montgomery County

VA|51|07832|Blackstone town|Incorporated Place|A|Nottoway County

VA|51|08120|Bloxom town|Incorporated Place|A|Accomack County

VA|51|08152|Bluefield town|Incorporated Place|A|Tazewell County

VA|51|08584|Boones Mill town|Incorporated Place|A|Franklin County

VA|51|08888|Bowling Green town|Incorporated Place|A|Caroline County

